p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.85,alternating,2000,0.4995,-0.0005000000000000004,1,2,6,0.4995,-0.0005000000000000004,1,2,6, [-0.148000 1表 1裏 1目 1～7局 2000試] [-0.067500 1表 1裏 2目 2～20局 2000試] [-0.055500 1表 2裏 2目 1～20局 2000試] [-0.013500 1表 2裏 3目 2～34局 2000試] [-0.004500 1表 3裏 4目 2～47局 2000試] [-0.000500 1表 2裏 6目 4～74局 2000試]
0.51,0.85,alternating,2000,0.5005,0.0004999999999999449,1,7,8,0.5005,0.0004999999999999449,1,7,8, [-0.157000 1表 1裏 1目 1～7局 2000試] [-0.072500 1表 1裏 2目 2～20局 2000試] [-0.029000 1表 2裏 2目 1～20局 2000試] [-0.016000 1表 3裏 3目 1～34局 2000試] [-0.006000 1表 2裏 5目 3～60局 2000試] [0.002500 1表 2裏 6目 4～74局 2000試] [-0.001000 1表 4裏 7目 3～87局 2000試] [0.000500 1表 7裏 8目 2～100局 2000試]
0.52,0.85,alternating,2000,0.5005,0.0004999999999999449,1,2,5,0.5005,0.0004999999999999449,1,2,5, [-0.163500 1表 1裏 1目 1～7局 2000試] [-0.070500 1表 1裏 2目 2～20局 2000試] [-0.057000 1表 2裏 2目 1～20局 2000試] [-0.006500 1表 2裏 3目 2～34局 2000試] [0.000500 1表 2裏 5目 3～60局 2000試]
0.53,0.85,alternating,2000,0.5,0.0,1,3,6,0.5,0.0,1,3,6, [-0.144500 1表 1裏 1目 1～7局 2000試] [-0.079000 1表 1裏 2目 2～20局 2000試] [-0.026000 1表 2裏 2目 1～20局 2000試] [-0.010000 1表 2裏 3目 2～34局 2000試] [-0.007000 1表 3裏 4目 2～47局 2000試] [0.002500 1表 4裏 4目 1～47局 2000試] [0.000000 1表 3裏 6目 3～74局 2000試]
0.54,0.85,alternating,2000,0.5005,0.0004999999999999449,2,4,5,0.5005,0.0004999999999999449,2,4,5, [-0.152500 1表 1裏 1目 1～7局 2000試] [-0.088500 1表 1裏 2目 2～20局 2000試] [-0.043500 1表 2裏 2目 1～20局 2000試] [-0.024500 1表 2裏 3目 2～34局 2000試] [-0.008000 1表 3裏 3目 1～34局 2000試] [0.001500 1表 3裏 5目 3～60局 2000試] [0.000500 2表 4裏 5目 2～34局 2000試]
0.55,0.85,alternating,2000,0.5005,0.0004999999999999449,3,4,7,0.5005,0.0004999999999999449,3,4,7, [-0.158500 1表 1裏 1目 1～7局 2000試] [-0.079500 1表 1裏 2目 2～20局 2000試] [-0.033500 1表 2裏 2目 1～20局 2000試] [-0.027000 1表 2裏 3目 2～34局 2000試] [-0.015500 1表 3裏 3目 1～34局 2000試] [-0.014000 1表 3裏 4目 2～47局 2000試] [-0.001000 1表 2裏 5目 3～60局 2000試] [0.000500 3表 4裏 7目 2～34局 2000試]
0.56,0.85,alternating,2000,0.5,0.0,1,4,7,0.5,0.0,1,4,7, [-0.162000 1表 1裏 1目 1～7局 2000試] [-0.062000 1表 1裏 2目 2～20局 2000試] [-0.038000 1表 2裏 2目 1～20局 2000試] [-0.021000 1表 2裏 3目 2～34局 2000試] [-0.009500 1表 3裏 4目 2～47局 2000試] [-0.007000 1表 2裏 6目 4～74局 2000試] [0.005500 1表 3裏 6目 3～74局 2000試] [0.000000 1表 4裏 7目 3～87局 2000試]
0.57,0.85,alternating,2000,0.5005,0.0004999999999999449,1,3,4,0.5005,0.0004999999999999449,1,3,4, [-0.148000 1表 1裏 1目 1～7局 2000試] [-0.065500 1表 1裏 2目 2～20局 2000試] [-0.056500 1表 2裏 2目 1～20局 2000試] [-0.046500 1表 1裏 3目 3～34局 2000試] [-0.025000 1表 2裏 3目 2～34局 2000試] [-0.013000 2表 3裏 3目 1～20局 2000試] [-0.012000 1表 2裏 4目 3～47局 2000試] [0.000500 1表 3裏 4目 2～47局 2000試]
0.58,0.85,alternating,2000,0.5005,0.0004999999999999449,1,4,5,0.5005,0.0004999999999999449,1,4,5, [-0.155500 1表 1裏 1目 1～7局 2000試] [-0.064500 1表 1裏 2目 2～20局 2000試] [-0.057000 1表 2裏 2目 1～20局 2000試] [-0.015000 1表 2裏 3目 2～34局 2000試] [-0.012000 1表 3裏 5目 3～60局 2000試] [0.000500 1表 4裏 5目 2～60局 2000試]
0.59,0.85,alternating,2000,0.5005,0.0004999999999999449,1,3,4,0.5005,0.0004999999999999449,1,3,4, [-0.136000 1表 1裏 1目 1～7局 2000試] [-0.067500 1表 1裏 2目 2～20局 2000試] [-0.039500 1表 2裏 2目 1～20局 2000試] [-0.010500 1表 2裏 3目 2～34局 2000試] [-0.002000 1表 2裏 4目 3～47局 2000試] [0.000500 1表 3裏 4目 2～47局 2000試]
